id,subject,body,intent
5230,Issue: file upload fails,"Hello,

There is an issue with mobile app: file upload fails. Can the team take a look?

Regards,
Sameer",support_bug
5231,Bug report: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Arjun",support_bug
5232,Error encountered: 500 error on login,"Hello,

There is an issue with export feature: 500 error on login. Can the team take a look?

Regards,
Rahul",support_bug
5233,Problem with mobile app,"Hello,

There is an issue with mobile app: incorrect invoice total. Can the team take a look?

Regards,
Maya",support_bug
5234,Bug report: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sameer",support_bug
5235,Error encountered: search returns no results,"Hello,

There is an issue with dashboard: search returns no results. Can the team take a look?

Regards,
Divya",support_bug
5236,Problem with mobile app,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Leena",support_bug
5237,Bug report: file upload fails,"Hello,

There is an issue with reports page: file upload fails. Can the team take a look?

Regards,
Maya",support_bug
5238,Issue: missing CSV export headers,"Hello,

There is an issue with payments: missing CSV export headers. Can the team take a look?

Regards,
Leena",support_bug
5239,Bug report: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Arjun",support_bug
5240,Issue: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Rahul",support_bug
5241,Problem with export feature,"Hello,

There is an issue with export feature: search returns no results. Can the team take a look?

Regards,
Priya",support_bug
5242,Problem with export feature,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Leena",support_bug
5243,Error encountered: missing CSV export headers,"Hello,

There is an issue with mobile app: missing CSV export headers. Can the team take a look?

Regards,
Kiran",support_bug
5244,Issue: 500 error on login,"Hello,

There is an issue with reports page: 500 error on login. Can the team take a look?

Regards,
Sameer",support_bug
5245,Bug report: file upload fails,"Hi Support,

I'm facing file upload fails when using the app. Steps to reproduce: ... Please advise.

Thanks,
Maya",support_bug
5246,Problem with dashboard,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Priya",support_bug
5247,Error encountered: app crashes on Android,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Anita",support_bug
5248,Issue: payment page times out,"Hello,

There is an issue with export feature: payment page times out. Can the team take a look?

Regards,
Kavya",support_bug
5249,Error encountered: broken link on billing page,"Hi,

broken link on billing page occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Anita",support_bug
5250,Bug report: file upload fails,"Hello,

There is an issue with login flow: file upload fails. Can the team take a look?

Regards,
Sanjay",support_bug
5251,Bug report: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Vikram",support_bug
5252,Bug report: 500 error on login,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Maya",support_bug
5253,Error encountered: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Sneha",support_bug
5254,Error encountered: app crashes on Android,"Hello,

There is an issue with reports page: app crashes on Android. Can the team take a look?

Regards,
Isha",support_bug
5255,Error encountered: incorrect invoice total,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Sneha",support_bug
5256,Error encountered: incorrect invoice total,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Kiran",support_bug
5257,Issue: 500 error on login,"Hello,

There is an issue with signup form: 500 error on login. Can the team take a look?

Regards,
Sameer",support_bug
5258,Problem with login flow,"Hello,

There is an issue with login flow: file upload fails. Can the team take a look?

Regards,
Priya",support_bug
5259,Error encountered: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Sneha",support_bug
5260,Problem with reports page,"Hello,

There is an issue with reports page: broken link on billing page. Can the team take a look?

Regards,
Vikram",support_bug
5261,Error encountered: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Dev",support_bug
5262,Error encountered: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5263,Error encountered: 500 error on login,"Hello,

There is an issue with reports page: 500 error on login. Can the team take a look?

Regards,
Sanjay",support_bug
5264,Problem with dashboard,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Dev",support_bug
5265,Bug report: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Sameer",support_bug
5266,Problem with signup form,"Hello,

There is an issue with signup form: app crashes on Android. Can the team take a look?

Regards,
Sanjay",support_bug
5267,Error encountered: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5268,Bug report: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Kiran",support_bug
5269,Issue: 500 error on login,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Ashwin",support_bug
5270,Error encountered: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Asha",support_bug
5271,Error encountered: app crashes on Android,"Hello,

There is an issue with login flow: app crashes on Android. Can the team take a look?

Regards,
Manoj",support_bug
5272,Error encountered: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5273,Error encountered: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Arjun",support_bug
5274,Error encountered: incorrect invoice total,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Divya",support_bug
5275,Error encountered: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kiran",support_bug
5276,Problem with export feature,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sneha",support_bug
5277,Bug report: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Kavya",support_bug
5278,Issue: broken link on billing page,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5279,Error encountered: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Neha",support_bug
5280,Error encountered: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sameer",support_bug
5281,Bug report: app crashes on Android,"Hello,

There is an issue with dashboard: app crashes on Android. Can the team take a look?

Regards,
Priya",support_bug
5282,Error encountered: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Anita",support_bug
